UserID+Query#,Duration in ms
67967+4,161
67967+3,86
67967+2,89
23842+6,173
23842+7,136
23842+8,155
23842+9,138
86641+9,58
86641+8,28
86641+7,27
86641+6,32
82424+29,94
82424+27,71
82424+28,48
82424+25,105
82424+26,85
82424+23,108
82424+24,123
50492+18,68
50492+19,69
60386+4,4
60386+5,1
39339+0,115
39339+1,89
39339+2,108
39339+3,120
39339+4,67
39339+5,90
39339+6,80
50492+20,65
39339+7,4544
50492+21,52
50492+22,48
50492+23,66
50492+24,59
50492+25,72
50492+26,52
50492+27,28
50492+28,55
50492+29,32
80966+0,47
80966+1,25
39339+8,67
80966+4,5
39339+9,83
80966+5,2
80966+2,10
80966+3,16
50492+30,30
50492+31,21
50492+32,24
50492+33,12
50492+34,8
50492+35,5
50492+36,1
60386+2,11
60386+3,8
60386+0,104
60386+1,17
80121+2,10
80121+1,12
80121+0,23
88123+0,11
88123+3,7
88123+4,2
80121+4,2
88123+1,11
80121+3,12
88123+2,11
33814+1,10
52177+0,11
33814+0,29
52177+1,9
33814+3,2
52177+2,1
33814+2,7
50492+10,91
50492+11,57
50492+12,80
50492+13,90
50492+14,67
50492+15,79
50492+16,79
50492+17,52
67967+1,9172
67967+0,118
18108+12,58
18108+13,68
18108+10,9237
18108+11,4620
18108+16,62
18108+17,58
18108+14,53
18108+15,70
77892+1,9
77892+0,23
77892+3,1
77892+2,6
77454+10,103
18108+20,40
77454+17,48
18108+23,40
77454+18,56
18108+24,44
77454+15,99
18108+21,67
77454+16,74
18108+22,45
77454+13,93
18108+27,20
77454+14,61
18108+28,24
77454+11,76
18108+25,36
77454+12,50
18108+26,22
69441+6,15
69441+5,18
18108+18,42
69441+8,2
18108+19,58
69441+7,7
69441+0,32
69441+2,30
69441+1,25
69441+4,16
69441+3,16
77454+20,42
77454+21,59
85409+0,95
85409+2,192
85409+1,128
85409+4,147
77454+28,31
85409+3,192
77454+29,22
85409+6,139
77454+26,24
85409+5,142
77454+27,39
85409+8,258
77454+24,43
85409+7,154
77454+25,33
77454+22,44
85409+9,157
77454+23,55
17527+3,2
17527+1,30
17527+2,6
77454+19,61
17527+0,20
20244+42,7
20244+41,15
20244+43,1
20244+40,23
77454+31,7
77454+32,5
77454+30,14
77454+33,2
20244+39,14
20244+38,12
20244+35,40
20244+34,46
20244+37,20
20244+36,21
20244+31,30
20244+30,74
20244+33,62
20244+32,58
88590+0,34
88590+2,16
88590+1,30
88590+4,6
88590+3,11
88590+5,2
15065+2,0
15065+1,3
15065+0,8
23842+2,134
23842+3,217
23842+4,110
23842+5,105
23842+0,118
23842+1,133
24147+12,10
24147+13,7
24147+10,11
24147+11,14
24147+14,1
38337+9,4520
6243+2,2
6243+0,8
6243+1,13
62999+0,106
62999+1,50
62999+2,24
62999+3,20
62999+4,26
62999+5,13
62999+6,23
62999+7,18
62999+8,11
62999+9,7
49779+0,14
49779+2,3
49779+1,13
49779+3,1
29490+2,16
29490+1,26
29490+0,18
29490+5,2
29490+4,4
29490+3,12
95394+6,13
95394+5,20
95394+8,9
95394+7,14
95394+2,29
95394+1,28
95394+4,24
95394+3,24
29767+19,87
29767+18,58
95394+0,42
29767+17,56
29767+23,47
29767+22,64
29767+21,34
29767+20,67
29767+27,19
29767+26,95
29767+25,32
29767+24,47
17981+0,20
17981+2,5
17981+1,14
17981+3,0
1938+6,2
38337+0,115
38337+4,96
38337+3,107
38337+2,115
1938+0,20
38337+1,249
1938+1,30
38337+8,149
1938+2,13
38337+7,105
1938+3,17
38337+6,105
1938+4,6
38337+5,105
1938+5,5
29767+12,86
29767+11,105
29767+10,228
29767+16,54
29767+15,87
29767+14,127
29767+13,121
95394+9,3
90507+3,2
49886+1,86
90507+2,8
49886+0,57
90507+4,0
90507+1,8
90507+0,16
49886+9,24
49886+8,9236
13654+8,213
49886+7,31
13654+9,101
49886+6,25
49886+5,37
49886+4,40
49886+3,149
49886+2,44
65844+0,1
88435+0,4
88435+1,1
36441+5,132
36441+6,78
36441+7,74
36441+8,9195
36441+9,93
29767+29,37
29767+28,24
36441+0,212
36441+1,110
36441+2,109
36441+3,138
36441+4,95
29767+34,11
13654+2,145
29767+33,11
13654+3,257
29767+32,10
13654+0,195
29767+31,26
13654+1,79
13654+6,119
13654+7,121
13654+4,125
29767+35,3
13654+5,167
75078+5,10
75078+4,20
75078+7,2
75078+6,6
29767+30,39
75078+1,17
75078+0,33
75078+3,25
75078+2,18
33241+9,258
33241+8,101
33241+5,790
33241+4,976
33241+7,655
33241+6,231
33241+1,150
33241+0,4574
33241+3,129
33241+2,115
97654+40,7
97654+41,2
64442+0,29
64442+2,17
64442+1,23
99953+3,28
64442+4,16
99953+2,30
64442+3,20
99953+1,106
64442+6,90
99953+0,62
64442+5,8
49619+45,15
99953+7,3
49619+44,218
99953+6,6
64442+7,1
49619+43,16
99953+5,9
49619+42,22
99953+4,38
49619+48,2
49619+47,5
49619+46,13
49619+41,37
49619+40,54
14972+28,26
49619+34,99
14972+29,41
49619+33,32
49619+32,138
49619+31,83
49619+38,51
10574+2,9
49619+37,28
10574+3,2
49619+36,78
10574+0,14
49619+35,60
10574+1,9
67021+12,383
67021+13,88
67021+10,105
67021+11,75
49619+39,34
97654+20,110
97654+21,64
97654+24,78
97654+25,73
97654+22,102
14972+30,46
97654+23,51
14972+31,26
97654+28,43
14972+32,29
97654+29,47
14972+33,19
97654+26,69
14972+34,44
97654+27,44
14972+35,14
49619+30,130
14972+36,8
14972+37,2
49619+23,139
49619+22,106
49619+21,794
49619+20,133
12802+17,9303
49619+27,76
12802+18,54
49619+26,74
12802+19,67
49619+25,635
23776+10,3
49619+24,156
12802+13,95
12802+14,83
12802+15,76
49619+29,400
12802+16,85
49619+28,107
12802+10,103
12802+11,97
12802+12,87
97654+31,39
97654+32,34
97654+30,71
97654+35,27
97654+36,22
97654+33,40
97654+34,38
97654+39,9
97654+37,14
97654+38,19
49619+12,161
49619+11,110
49619+10,142
49619+16,155
49619+15,114
49619+14,134
49619+13,136
67021+34,0
49619+19,104
67021+32,8
49619+18,131
67021+33,4
49619+17,276
67021+30,16
37498+37,5
67021+31,15
37498+38,3
67021+29,29
67021+27,31
67021+28,34
67021+25,38
67021+26,25
14972+10,103
14972+11,113
14972+12,165
14972+13,123
14972+14,50
14972+15,73
14972+16,48
14972+17,387
14972+18,65
14972+19,49
67021+23,45
67021+24,32
67021+21,58
67021+22,246
67021+20,58
97654+10,4642
67021+18,64
67021+19,57
67021+16,98
97654+13,74
67021+17,95
97654+14,108
67021+14,62
97654+11,95
67021+15,82
97654+12,164
14972+20,79
97654+17,109
14972+21,96
97654+18,110
14972+22,123
97654+15,109
14972+23,70
97654+16,80
14972+24,76
14972+25,72
14972+26,242
97654+19,70
14972+27,62
82424+32,4564
82424+33,53
82424+30,42
82424+31,101
12802+28,26
12802+29,27
12802+24,4517
12802+25,39
12802+26,38
12802+27,35
12802+20,111
12802+21,57
12802+22,30
12802+23,67
82424+38,21
82424+39,15
82424+36,52
82424+37,38
82424+34,53
82424+35,52
82424+43,2
82424+41,14
82424+42,9
82424+40,9
12802+35,7
12802+36,6
12802+37,2
12802+31,24
12802+32,25
12802+33,17
12802+34,10
12802+30,26
6314+6,77
6314+5,118
6314+4,76
6314+3,114
6314+9,68
6314+8,186
6314+7,196
78387+12,58
78387+11,133
78387+10,89
48039+29,26
6314+2,289
78387+16,50
6314+1,129
78387+15,53
6314+0,155
78387+14,70
78387+13,72
48039+32,1
48039+31,7
48039+30,17
48039+19,4489
48039+18,91
48039+24,49
48039+23,66
48039+22,49
48039+21,40
48039+28,20
48039+27,19
48039+26,51
48039+25,41
48039+20,29
6314+32,1
7650+5,12
7650+6,5
6314+30,13
7650+7,2
6314+31,7
7650+1,34
7650+2,26
7650+3,20
7650+4,16
48039+13,64
48039+12,163
48039+11,71
26110+3,5
48039+10,76
26110+4,2
48039+17,107
26110+1,13
48039+16,52
26110+2,8
48039+15,55
48039+14,56
26110+0,21
41087+11,5
41087+10,5
41087+12,3
6314+21,58
6314+22,52
6314+20,51
6314+25,30
6314+26,4602
6314+23,31
6314+24,29
6314+29,42
64031+3,22
64031+4,24
6314+27,15
68332+11,6
64031+5,15
6314+28,10
68332+10,11
7650+0,43
64031+6,16
64031+7,17
68332+12,3
64031+8,9
64031+9,3
69453+10,98
69453+12,165
69453+11,95
64031+0,31
69453+14,81
64031+1,28
69453+13,63
64031+2,44
13645+11,4594
13645+12,138
13645+10,57
13645+15,42
13645+16,59
13645+13,79
13645+14,70
13645+19,29
13645+17,51
13645+18,45
42933+1,132
42933+0,143
42933+3,98
42933+2,75
42933+5,78
42933+4,207
42933+7,75
42933+6,96
42933+9,75
42933+8,53
13645+22,42
25387+1,29
13645+23,28
25387+0,25
13645+20,36
25387+3,21
13645+21,32
25387+2,21
13645+26,17
25387+5,4506
13645+27,14
25387+4,16
13645+24,23
25387+7,12
13645+25,12
25387+6,13
25387+9,1
25387+8,5
13645+28,16
13645+29,9
9018+10,10
9018+11,9
9018+12,6
9018+13,1
13645+30,6
13645+31,2
80627+6,9
80627+7,3
80627+4,4624
80627+5,9
80627+2,18
80627+3,13
80627+0,22
80627+1,35
65308+33,12
65308+32,14
65308+31,17
65308+30,20
25517+5,9
15482+2,33
25517+6,6
15482+1,31
25517+3,24
15482+4,18
25517+4,16
15482+3,31
88305+0,13
15482+6,8
15482+5,17
25517+7,3
88305+2,11
15482+8,2
88305+1,12
15482+7,5
69453+6,9538
69453+7,83
69453+4,103
69453+5,283
69453+8,96
15482+0,32
69453+9,103
69453+2,157
69453+3,137
65308+35,2
69453+0,156
65308+34,9
69453+1,103
65308+22,64
65308+21,33
65308+20,53
88305+4,1
88305+3,4
25517+1,4602
25517+2,24
25517+0,29
65308+29,37
65308+28,47
65308+27,38
65308+26,33
65308+25,25
65308+24,56
65308+23,47
65308+11,77
85079+33,7
59378+2,4427
65308+10,87
85079+34,2
59378+1,15
85079+31,21
59378+0,100
85079+32,14
85079+30,35
59378+5,1
59378+4,6
59378+3,9
58417+1,24
58417+0,31
58417+3,19
58417+2,23
65308+19,36
65308+18,4509
65308+17,85
65308+16,61
65308+15,120
65308+14,118
65308+13,120
65308+12,9056
85079+22,35
85079+23,4775
85079+20,62
85079+21,37
85079+28,19
85079+29,13
76435+1,84
85079+26,35
76435+0,9367
85079+27,21
76435+3,118
85079+24,45
76435+2,116
85079+25,33
34926+3,12
34926+4,8
34926+5,1
9237+6,7
34926+0,18
9237+7,2
34926+1,24
34926+2,17
9237+2,24
9237+3,16
9237+4,11
9237+5,8
9237+0,34
9237+1,32
69453+16,102
85079+11,77
69453+15,74
85079+12,82
69453+18,4555
69453+17,163
85079+10,90
69453+19,72
85079+19,67
85079+17,83
85079+18,64
72548+29,9
85079+15,59
72548+28,16
85079+16,76
72548+27,19
85079+13,68
72548+26,16
85079+14,89
72548+25,30
72548+24,26
72548+23,22
72548+22,132
72548+21,61
72548+20,72
97358+0,8
69453+21,71
97358+2,6
69453+20,140
97358+1,9
69453+23,69
69453+22,111
69453+25,30
69453+24,57
53403+35,15
69453+27,34
53403+36,9
69453+26,67
53403+37,17
69453+29,35
53403+38,6
69453+28,52
53403+31,45
53403+32,21
97358+3,1
53403+33,40
53403+34,31
72548+19,73
72548+18,89
53403+39,0
72548+17,85
58417+5,9
72548+16,50
58417+4,9
72548+15,66
58417+7,2
72548+14,88
58417+6,7
72548+13,37
72548+12,102
20615+0,35
72548+11,63
20615+1,16
72548+10,58
20615+2,14
20615+3,7
20615+4,1
13887+5,164
69453+30,42
13887+4,133
13887+3,162
69453+32,30
13887+2,125
53403+30,24
69453+31,32
13887+1,124
69453+34,18
13887+0,158
69453+33,29
69453+36,6
69453+35,11
53403+24,64
53403+25,49
69453+37,0
53403+26,75
53403+27,84
53403+20,391
53403+21,94
53403+22,86
53403+23,212
53403+28,43
53403+29,27
53403+13,83
53403+14,77
53403+15,136
53403+16,137
53403+10,237
53403+11,169
53403+12,96
53403+17,45
53403+18,136
53403+19,567
72548+31,0
72548+30,5
37995+22,27
37995+23,18
1323+2,0
37995+20,35
1323+1,12
37995+21,32
1323+0,16
37995+26,16
37995+27,13
37995+24,19
37995+25,24
37995+19,45
60008+1,14
60008+2,10
37995+17,35
60008+3,6
37995+18,34
60008+4,2
60008+0,21
46995+9,95
46995+8,86
37995+28,6
37995+29,2
90848+0,1
36441+10,69
37021+4,135
36441+11,90
37021+5,84
36954+4,2
36441+12,56
37021+6,89
36954+3,11
33241+44,0
36441+13,86
37021+7,78
36954+2,12
33241+43,12
37021+0,84
36954+1,12
33241+42,22
37021+1,244
36954+0,22
33241+41,20
37021+2,105
33241+40,17
37021+3,123
37021+8,73
37021+9,76
2324+21,60
27705+3,2
2324+20,65
27705+2,7
27705+1,12
27705+0,7
2324+29,4
2324+28,8
2324+27,11
2324+26,27
2324+25,22
33241+39,15
2324+24,20
33241+38,27
2324+23,67
33241+37,42
2324+22,45
33241+36,28
25554+10,116
36441+21,37
33241+35,60
36441+22,32
33241+34,32
25554+12,146
36441+23,45
33241+33,40
25554+11,63
36441+24,26
33241+32,38
25554+14,92
33241+31,44
25554+13,99
33241+30,67
25554+16,57
25554+15,152
36441+20,39
37995+11,88
37995+12,4732
37995+10,73
37995+15,51
37995+16,64
37995+13,54
37995+14,122
36441+18,87
36441+19,58
33241+29,71
36441+14,4913
33241+28,64
36441+15,63
33241+27,77
36441+16,40
33241+26,63
36441+17,37
33241+25,211
92830+1,146
25554+21,42
33241+24,73
92830+2,136
25554+20,4523
33241+23,90
25554+23,28
33241+22,86
92830+0,104
25554+22,30
33241+21,125
92830+5,75
25554+25,24
33241+20,119
92830+6,87
25554+24,38
92830+3,118
25554+27,23
36441+30,9
92830+4,9186
25554+26,51
36441+31,2
92830+9,62
92830+7,4705
92830+8,80
20244+28,73
76435+5,284
20244+27,84
76435+4,78
76435+7,121
20244+29,57
76435+6,85
20244+24,113
76435+9,162
20244+23,77
76435+8,136
20244+26,52
20244+25,103
20244+20,85
25554+18,9268
36441+29,16
25554+17,158
20244+22,77
20244+21,81
33241+19,102
25554+19,70
33241+18,96
36441+25,24
33241+17,73
36441+26,19
33241+16,133
36441+27,18
33241+15,133
36441+28,17
33241+14,141
25554+32,2
33241+13,128
25554+31,5
33241+12,130
33241+11,155
33241+10,428
2324+19,43
25554+30,7
20244+17,116
2324+10,79
20244+16,268
20244+19,91
20244+18,103
20244+13,107
20244+12,165
20244+15,81
20244+14,148
25554+29,16
2324+18,89
25554+28,16
2324+17,49
20244+11,4608
2324+16,73
20244+10,130
2324+15,86
2324+14,53
2324+13,73
2324+12,94
2324+11,108
1127+4,2
1127+3,7
1127+2,9
1127+1,14
1127+0,14
74306+7,80
74306+8,76
74306+9,57
74306+0,109
74306+1,137
74306+2,88
74306+3,88
74306+4,193
74306+5,68
74306+6,130
84913+3,5
84913+2,5
84913+1,8
84913+0,18
57788+4,8
57788+5,0
57788+2,11
57788+3,10
57788+0,24
57788+1,18
80394+3,41
19601+1,27
80394+4,18
19601+0,110
80394+1,26
19601+3,27
80394+2,26
19601+2,33
84130+0,1
80394+0,27
19601+5,21
19601+4,20
19601+7,1
19601+6,5
62999+10,3
6314+10,92
6314+11,64
6314+14,62
6314+15,9247
6314+12,94
6314+13,76
6314+18,58
6314+19,75
6314+16,95
6314+17,45
24831+0,23
24831+1,18
24831+2,10
24831+3,5
24831+4,2
20554+15,121
20554+14,109
20554+17,9224
96893+0,128
20554+16,141
96893+1,13
20554+19,63
96893+2,10
20554+18,67
96893+3,7
96893+4,2
20554+11,229
80394+7,4
20554+10,219
80394+8,2
20554+13,152
80394+5,9
20554+12,56
80394+6,10
54637+7,2
54637+6,11
54637+5,11
54637+4,11
54637+3,24
54637+2,25
54637+1,24
54637+0,29
20554+26,4529
20554+25,35
20554+28,13
20554+27,29
78387+30,12
20554+29,14
78387+32,1
20554+20,32
78387+31,4
20554+22,33
20554+21,71
20554+24,89
20554+23,62
78387+29,24
78387+28,61
78387+23,4621
78387+22,61
78387+21,63
20554+31,5
78387+20,44
20554+30,20
78387+27,43
78387+26,41
20554+32,3
78387+25,45
78387+24,26
78387+19,41
78387+18,66
78387+17,80
87394+0,71
87394+1,24
87394+2,17
87394+3,116
87394+4,21
87394+5,11
87394+6,13
87394+7,6
87394+8,1
85491+1,53
85491+0,49
85491+3,47
85491+2,39
85491+9,13
85491+8,124
85491+5,24
85491+4,53
85491+7,34
85491+6,50
94449+1,118
94449+2,108
94449+3,187
94449+4,126
94449+0,130
94449+9,122
77872+0,41
77872+1,16
77872+2,8
77872+3,4
94449+5,165
77872+4,2
94449+6,151
94449+7,9280
94449+8,149
60811+13,57
60811+12,132
60811+11,61
60811+10,96
60811+17,60
60811+16,64
60811+15,54
60811+14,4574
60811+19,62
60811+18,96
60811+20,65
60811+24,28
60811+23,43
60811+22,28
60811+21,58
60811+28,32
60811+27,24
60811+26,33
60811+25,43
60811+29,237
88628+3,2
88628+0,8
88628+1,5
88628+2,8
85097+10,69
60811+31,12
60811+30,16
85097+12,76
85097+11,83
85097+14,67
85097+13,62
60811+34,0
85097+16,4496
60811+33,6
85097+15,177
60811+32,9
84124+2,6
84124+3,1
84124+0,13
84124+1,5
91511+0,244
91511+1,146
91511+4,157
91511+5,272
91511+2,177
91511+3,216
91511+8,128
85097+21,62
91511+9,136
85097+20,78
91511+6,130
85097+23,589
91511+7,148
85097+22,91
85097+25,54
85097+24,385
85097+27,29
85097+26,53
85097+18,94
85097+17,161
85097+19,39
32566+5,11
32566+6,2
52752+0,21
52752+1,13
52752+2,10
52752+3,3
85097+30,23
85097+32,35
32566+1,24
85097+31,30
32566+2,15
85097+34,160
32566+3,16
85097+33,26
32566+4,15
85097+36,80
85097+35,19
85097+38,19
85097+37,204
32566+0,21
85097+29,50
85097+28,55
62152+20,8981
85097+41,5
85097+40,5
62152+27,34
62152+28,71
85097+42,1
62152+25,4515
73230+4,1
62152+26,39
62152+23,93
73230+2,10
62152+24,52
73230+3,6
62152+21,99
73230+0,34
62152+22,97
73230+1,19
85097+39,13
86641+15,2
86641+14,5
86641+13,6
62152+18,72
62152+19,118
86641+12,16
86641+11,14
86641+10,24
62152+30,30
65308+5,91
62152+31,52
65308+6,273
65308+3,109
65308+4,98
65308+1,254
65308+2,72
65308+0,167
62152+38,1
62152+36,9
62152+37,5
62152+34,34
65308+9,75
62152+35,25
62152+32,41
65308+7,108
62152+33,36
65308+8,87
62152+29,37
47450+3,92
47450+4,96
47450+5,133
47450+6,86
47450+0,112
47450+1,9200
47450+2,75
47450+7,69
47450+8,52
47450+9,78
46995+33,1
46995+30,16
46995+32,15
46995+31,24
46995+16,64
46995+15,112
46995+18,131
46995+17,227
46995+12,88
46995+11,78
46995+14,59
13654+10,88
46995+13,128
13654+11,96
13654+12,157
13654+13,104
46995+10,73
13654+14,87
13654+15,134
13654+16,158
13654+17,81
13654+18,122
46995+19,91
46995+27,43
46995+26,64
37498+9,4619
46995+29,37
37498+8,134
46995+28,121
37498+7,89
46995+23,71
37498+6,9032
46995+22,45
37498+5,107
46995+25,33
37498+4,123
46995+24,40
37498+3,115
37498+2,111
37498+1,333
46995+21,52
37498+0,123
46995+20,54
13654+30,29
13654+31,38
13654+32,22
13654+33,30
77454+6,98
46995+7,118
13654+34,26
77454+7,69
46995+6,91
13654+35,13
77454+4,149
46995+5,128
13654+36,9
77454+5,95
46995+4,99
13654+37,2
77454+2,188
46995+3,124
77454+3,158
46995+2,192
77454+0,290
46995+1,143
77454+1,129
46995+0,156
13654+19,169
77454+8,82
77454+9,95
17057+8,44
17057+7,28
17057+9,23
13654+20,77
13654+21,81
13654+22,50
17057+0,67
13654+23,73
13654+24,51
17057+2,48
13654+25,48
17057+1,39
13654+26,53
17057+4,34
13654+27,60
17057+3,38
13654+28,44
17057+6,27
13654+29,22
17057+5,51
67917+2,9
67917+1,11
67917+4,3
67917+3,6
67917+0,20
35034+23,33
35034+22,60
35034+25,37
35034+24,32
35034+21,36
35034+20,37
35034+19,47
35034+16,219
35034+15,56
35034+18,67
35034+17,57
85491+10,9
85491+11,4
85491+12,2
35034+30,8
35034+32,3
35034+31,4
35034+27,21
35034+26,27
35034+29,12
35034+28,17
13887+9,120
13887+8,104
13887+7,157
13887+6,118
65268+9,10
65268+8,17
65268+7,12
65268+6,114
63453+16,52
63453+15,62
63453+14,58
63453+13,49
63453+19,54
63453+18,48
63453+17,95
35034+12,51
35034+11,78
35034+14,399
35034+13,98
63453+12,70
63453+11,80
35034+10,181
63453+10,68
56430+0,23
56430+1,10
56430+2,8
56430+3,6
56430+4,2
63453+27,20
63453+26,20
63453+25,26
63453+24,31
63453+29,16
63453+28,21
63453+23,43
63453+22,58
63453+21,52
63453+20,59
81671+1,29
81671+0,38
81671+3,17
81671+2,29
25940+0,12
25940+1,12
25940+2,8
25940+3,2
65268+1,45
65268+0,45
86715+0,11
86715+1,9
86715+2,4637
65268+5,30
86715+3,6
65268+4,34
86715+4,4
65268+3,29
86715+5,1
65268+2,210
63453+30,5
81671+8,2
81671+5,12
81671+4,17
81671+7,6
63453+31,2
81671+6,11
50505+0,18
50505+1,20
50505+2,14
50505+3,12
50505+4,13
50505+5,7
50505+6,3
21636+6,148
21636+5,112
21636+8,122
21636+7,131
21636+2,129
21636+1,124
21636+4,128
21636+3,179
21636+9,124
25417+19,58
25417+16,71
25417+15,59
25417+18,47
25417+17,35
25417+12,241
25417+11,60
25417+14,92
25417+13,75
25417+10,60
73732+35,2
73732+34,4
73732+33,8
73732+32,11
73732+31,35
73732+30,21
21636+0,204
67164+0,0
73732+29,16
73732+28,32
73732+27,19
73732+26,68
73732+25,89
73732+24,40
73732+23,81
73732+22,51
73732+21,52
73732+20,66
78353+4,11
78353+3,12
78353+6,2
78353+5,3
78353+0,34
78353+2,10
78353+1,14
73732+19,70
73732+18,111
73732+17,104
73732+16,163
73732+15,134
73732+14,91
73732+13,123
73732+12,119
73732+11,122
73732+10,155
72548+9,102
72548+5,100
72548+6,73
72548+7,106
72548+8,187
72548+1,4823
72548+2,113
72548+3,173
72548+4,100
72548+0,165
49848+13,116
49848+14,59
94340+40,13
49848+11,68
49848+12,83
94340+42,3
94340+41,7
49848+10,82
81916+2,1
49848+19,65
49848+17,88
49848+18,78
49848+15,147
81916+0,15
49848+16,53
81916+1,2
49848+24,54
49848+25,55
49848+22,35
49848+23,46
94340+31,30
49848+20,70
94340+30,68
49848+21,52
94340+33,59
94340+32,45
94340+35,38
94340+34,37
94340+37,16
94340+36,33
94340+39,21
49848+28,42
94340+38,37
49848+29,35
49848+26,45
49848+27,47
45411+8,236
64428+14,48
45411+9,118
64428+15,35
64428+12,157
64428+13,80
64428+18,51
64428+19,44
64428+16,77
64428+17,36
49848+35,2
49848+33,16
49848+34,7
94340+20,192
49848+31,47
64428+10,70
49848+32,14
64428+11,65
94340+22,79
94340+21,99
49848+30,24
94340+24,69
94340+23,97
94340+26,77
94340+25,126
94340+28,108
94340+27,64
94340+29,55
64428+25,25
64428+26,28
64428+23,23
64428+24,44
64428+29,3
64428+27,21
64428+28,4
45411+0,305
45411+1,211
45411+2,9295
45411+3,4604
45411+4,180
64428+21,38
45411+5,148
64428+22,33
94340+11,125
45411+6,161
94340+10,98
45411+7,135
64428+20,50
94340+13,133
94340+12,111
94340+15,130
94340+14,164
94340+17,124
94340+16,4736
94340+19,69
94340+18,123
36929+6,1
36929+4,12
36929+5,8
36929+2,9
36929+3,12
36929+0,18
36929+1,15
49619+0,9215
49619+1,219
3540+0,10
59349+42,3
59349+41,6
59349+40,4
3540+1,5
3540+2,2
98105+10,3
83935+3,3
49619+2,168
83935+2,7
49619+3,170
83935+1,5
49619+4,137
83935+0,14
49619+5,141
49619+6,4827
49619+7,161
49619+8,104
49619+9,196
23776+5,14
1570+0,11
59349+29,117
23776+4,17
1570+1,9
59349+28,29
23776+3,122
51690+3,3
59349+27,69
23776+2,28
51690+2,9
59349+26,217
23776+1,33
59349+25,63
23776+0,23
59349+24,65
1570+2,8
59349+23,124
1570+3,1
59349+22,72
66038+0,4
59349+21,104
66038+1,1
59349+20,227
51690+1,14
51690+0,18
84999+4,168
84999+5,141
84999+2,130
84999+3,166
84999+0,381
90338+0,79
84999+1,166
90338+1,235
90338+4,84
90338+5,152
90338+2,119
90338+3,136
84999+8,89
90338+8,111
84999+9,123
90338+9,116
84999+6,232
90338+6,174
84999+7,164
90338+7,105
59349+39,7
59349+38,11
59349+37,18
20991+2,3
59349+36,15
59349+35,24
20991+0,11
59349+34,23
20991+1,6
59349+33,4956
13943+1,6
59349+32,34
13943+2,1
59349+31,45
59349+30,52
13943+0,9
23776+9,6
23776+8,9
23776+7,20
23776+6,19
73109+4,10
73109+3,11
73109+2,15
73109+1,14
73109+0,49
2324+8,185
2324+9,109
73109+6,1
73109+5,3
2324+0,159
2324+1,144
2324+2,134
2324+3,135
2324+4,4665
2324+5,233
2324+6,76
2324+7,87
77359+4,4622
77359+5,127
77359+6,112
77359+7,82
77359+8,169
77359+9,187
59349+19,114
60811+2,118
59349+18,75
60811+1,157
59349+17,97
60811+4,117
59349+16,108
60811+3,9023
77359+0,117
59349+15,142
77359+1,129
59349+14,168
77359+2,115
59349+13,123
60811+0,325
77359+3,166
59349+12,122
59349+11,196
59349+10,206
60811+9,92
60811+6,246
60811+5,152
60811+8,68
60811+7,201
58131+32,131
58131+33,41
58131+30,126
58131+31,58
97654+9,172
97654+8,129
97654+7,115
97654+6,112
97654+5,206
97654+4,120
32126+16,100
32126+17,64
32126+14,146
32126+15,116
32126+18,107
32126+19,96
58131+29,90
58131+27,51
58131+28,65
32126+12,121
58131+25,82
32126+13,120
58131+26,257
32126+10,117
58131+23,65
32126+11,84
58131+24,93
58131+21,104
58131+22,99
58131+20,154
32126+27,46
97654+3,165
89095+0,8
32126+28,44
97654+2,235
89095+1,6
32126+25,45
97654+1,192
89095+2,1
32126+26,63
97654+0,179
32126+29,28
58131+18,105
32126+20,55
58131+19,116
58131+16,128
58131+17,84
32126+23,61
58131+14,76
32126+24,127
58131+15,166
32126+21,107
58131+12,80
32126+22,82
58131+13,153
58131+10,158
58131+11,4627
74306+20,32
74306+22,19
74306+21,25
74306+24,20
74306+23,31
74306+26,10
74306+25,16
74306+28,2
74306+27,8
36418+24,13
36418+23,29
36418+26,12
36418+25,14
36418+20,24
36418+22,37
74306+11,48
36418+21,57
74306+10,110
36418+28,2
36418+27,5
74306+13,41
74306+12,72
90698+3,1
74306+15,55
90698+2,4
74306+14,49
90698+1,9
74306+17,81
90698+0,14
74306+16,66
74306+19,47
74306+18,54
36418+13,41
25417+0,4547
36418+12,73
25417+1,103
36418+15,47
25417+2,140
36418+14,78
25417+3,116
36418+11,108
36418+10,107
36418+17,84
36418+16,59
36418+19,55
36418+18,46
55188+1,14
55188+0,16
66754+9,71
66754+7,107
66754+8,121
66754+5,100
66754+6,90
24147+9,18
55188+3,2
55188+2,6
24147+7,9438
24147+8,4774
24147+5,30
24147+6,31
24147+3,37
24147+4,41
24147+1,34
24147+2,39
24147+0,47
25417+8,88
25417+9,53
25417+4,93
25417+5,191
25417+6,74
25417+7,86
50959+4,3
50959+3,8
50959+2,5
50959+1,10
50959+0,14
32126+38,9
32126+39,5
32126+36,13
13645+1,9038
32126+37,11
13645+0,84
13645+3,283
13645+2,65
13645+5,194
13645+4,106
32126+30,34
13854+4,4
32126+31,31
13854+2,5
13854+3,6
32126+34,23
13854+0,21
32126+35,23
13854+1,8
32126+32,30
32126+33,30
58131+41,5
58131+42,2
58131+40,11
66754+3,87
66754+4,135
66754+1,8993
66754+2,181
66754+0,146
78054+0,24
78054+4,1
78054+3,7
78054+2,23
78054+1,12
58131+38,23
32126+40,1
58131+39,16
58131+36,32
58131+37,33
58131+34,30
