UserID+Query#,Duration in ms
5847+0,14
13645+2,3
18766+2,5
18766+1,10
18766+4,0
18766+3,8
13854+2,4
13854+3,0
13854+0,10
13854+1,9
41985+0,9
41985+1,15
66754+1,6
65011+0,4
66754+2,0
65011+1,1
66754+0,14
99567+0,9
99567+4,0
99567+3,12
99567+2,27
99567+1,28
42393+4,1
87984+1,9
42393+3,5
87984+2,3
1323+2,1
42393+2,8
87984+3,0
1323+1,11
42393+1,26
1323+0,13
42393+0,18
87984+0,10
20244+8,11
45309+2,9
20244+7,16
45309+3,1
45309+0,9
20244+9,1
45309+1,24
20244+0,54
20244+2,31
20244+1,44
20244+4,15
20244+3,22
20244+6,24
20244+5,16
42743+0,3
42743+1,0
50492+3,54
68332+1,11
50492+4,26
68332+2,3
50492+1,54
50492+2,31
68332+0,14
50492+7,24
50492+8,13
50492+5,28
50492+6,23
50492+0,57
68332+3,0
37021+0,1
50492+9,6
6397+4,0
6397+3,85
6397+2,9
6397+1,14
6397+0,13
27705+1,0
27705+0,4
57167+0,19
57167+1,20
57167+2,9
57167+3,11
79053+0,42
57167+4,5
79053+1,9
57167+5,0
79053+2,1
60302+2,4
60302+3,1
60302+0,12
60302+1,8
62985+1,0
92830+1,0
92830+0,3
47664+0,7
47664+1,5
47664+2,0
87424+3,1
87424+2,3
87424+1,6
87424+0,11
12153+4,0
12153+3,4
9018+2,1
12153+2,7
9018+1,3
12153+1,8
9018+0,7
12153+0,11
14677+8,9
14677+9,5
14411+1,1
14411+0,5
62985+0,5
14677+0,73
14677+1,41
14677+2,32
14677+3,28
14677+4,214
14677+5,21
14677+6,21
14677+7,15
96411+0,14
96411+1,25
96411+2,4
96411+3,1
22698+0,1
59349+0,8
59349+1,1
95921+0,1
78387+1,1
78387+0,5
74306+0,4
74306+1,0
25229+0,11
25229+1,10
25229+2,4
25229+3,0
58249+1,10
58249+2,8
58249+0,23
58249+3,8
7653+0,12
58249+4,0
7653+1,0
39758+1,18
39758+2,14
39758+0,31
39758+5,2
39758+3,9
39758+4,7
44298+3,0
44298+2,9
3013+2,2
3013+3,1
3013+0,8
3013+1,10
62801+2,1
44298+1,5
62801+0,6
44298+0,17
62801+1,4
99823+2,3
99823+3,2
22647+1,7
22647+0,17
94189+0,17
80394+3,8
19601+1,115
94189+1,13
80394+4,5
19601+0,38
94189+2,4
80394+1,15
19601+3,21
94189+3,1
80394+2,8
19601+2,29
84130+0,1
80394+0,40
80089+0,4
80089+1,0
19601+5,20
19601+4,11
19601+7,0
19601+6,4
85850+0,37
85850+3,2
85850+2,11
85850+1,9
22647+3,0
22647+2,12
54069+0,5
54069+1,3
54069+2,0
98105+3,9
98105+2,16
98105+1,16
98105+0,120
36418+2,0
57842+1,16
36418+1,4
57842+2,29
36418+0,12
57842+0,17
57842+5,10
57842+6,5
57842+3,16
57842+4,11
37995+0,11
37995+1,4
96893+0,6
96893+1,5
96893+2,0
16712+1,0
16712+0,2
37995+2,0
80394+5,1
54637+3,0
32329+2,2
54637+2,8
32329+3,0
54637+1,7
32329+0,5
54637+0,12
32329+1,6
98105+5,0
98105+4,5
93631+0,22
48147+1,5
48147+2,0
99823+0,13
48147+0,8
99823+1,6
85097+2,5
42173+2,9
85097+3,0
42173+3,13
42173+0,21
42173+1,21
85097+0,15
42173+4,3
85097+1,7
42173+5,0
16044+3,20
29767+6,30
16044+2,36
29767+7,20
16044+1,37
29767+8,10
16044+0,218
29767+9,2
16044+7,8
29767+2,23
16044+6,7
29767+3,23
16044+5,15
29767+4,19
16044+4,19
29767+5,33
29767+0,59
16044+8,1
29767+1,34
47085+2,0
47085+1,6
47085+0,4682
57842+7,1
25554+2,4
87394+0,24
25554+3,3
87394+1,13
25554+4,0
87394+2,5
87394+3,1
25554+0,12
93631+2,0
25554+1,8
93631+1,6
54581+2,2
54581+1,4
54581+0,12
82424+2,2
82424+1,6
82424+0,22
86641+1,15
86641+0,11
86641+4,0
86641+3,5
86641+2,6
94678+0,13
85491+1,11
85491+0,94
94678+2,12
85491+3,6
94678+1,7
85491+2,15
94678+3,0
85491+4,2
64428+0,38
64428+1,18
64428+2,5
64428+3,1
67967+2,0
60386+4,0
94449+1,14
39339+0,14
94449+2,3
39339+1,4
94449+3,0
39339+2,1
835+0,22
94449+0,20
11199+2,1
80966+0,30
11199+3,0
80966+1,14
80966+4,7
80966+5,3
11199+0,8
80966+2,15
11199+1,3
80966+3,14
94271+1,0
94271+0,2
17701+2,0
17701+1,4
60386+2,6
60386+3,4
17701+0,12
60386+0,16
60386+1,9
16597+1,8
16597+2,4
16597+3,1
42921+0,27
16597+0,13
85079+2,16
80121+2,3
85079+3,4
80121+1,9
85079+4,2
80121+0,12
85079+0,50
85079+1,22
84769+0,17
84769+2,7
84769+1,10
88628+0,7
84769+4,1
88628+1,3
84769+3,10
88628+2,1
88123+0,4
835+2,29
835+1,11
88123+1,2
835+4,1
80121+3,1
88123+2,0
835+3,4
42921+2,5
42921+1,10
42921+4,0
42921+3,6
50492+10,2
84124+2,0
84124+0,8
84124+1,2
91511+0,34
91511+1,36
15424+0,36
91511+4,5
91511+5,1
91511+2,28
91511+3,15
15424+5,3
15424+3,8
15424+4,7
15424+1,23
15424+2,13
67967+1,3
67967+0,5
52752+0,7
52752+1,4
52752+2,1
32566+1,6
32566+2,11
32566+3,0
32566+0,16
46071+2,7
46071+1,13
46071+0,19
12802+1,43
97642+4,1
12802+0,40
97642+3,4
97642+2,15
97642+1,6
97642+0,11
46071+4,1
77892+1,3
46071+3,7
77892+0,8
77892+2,1
35013+1,11
35013+2,2
35013+0,6
65308+1,1
65308+0,6
12802+9,1
12802+8,6
12802+7,6
12802+6,15
12802+5,24
12802+4,17
12802+3,31
12802+2,28
58131+0,3
58131+1,0
69441+0,11
69441+2,9
69441+1,12
69441+3,2
85409+0,0
47450+0,7
47450+1,4
47450+2,0
84999+12,2
84999+11,5
84999+10,7
18532+1,16
18532+0,18
18532+3,0
18532+2,9
41087+0,2
41087+1,1
53403+0,8
53403+1,0
31971+0,1
24104+0,11
24104+1,7
24104+2,2
24104+3,0
48700+1,18
48700+0,24
48700+3,6
48700+2,14
48700+5,1
48700+4,4584
31642+1,15
31642+2,9
31642+3,6
31642+4,1
31642+0,27
49751+0,8
49751+1,4
49751+2,2
49751+3,0
88590+0,17
21347+0,5
21347+1,16
88590+2,4
21347+2,1
88590+1,11
88590+3,1
44906+5,1
42420+1,7
44906+4,8
42420+2,5
42420+0,8
42420+3,0
73010+9,11
73010+8,22
17046+0,5
17046+1,2
46227+1,8
17046+2,0
46227+0,15
44906+1,32
46227+3,0
44906+0,32
46227+2,3
44906+3,11
44906+2,13
73010+1,38
73010+0,32
73010+3,26
73010+2,47
73010+5,26
60793+2,8
73010+4,39
60793+3,3
73010+7,23
60793+0,18
73010+6,36
60793+1,10
37498+5,2
37498+4,5
37498+3,32
37498+2,31
37498+1,23
37498+0,112
61438+0,15
61438+1,6
61438+2,1
96820+1,10
96820+0,14
23842+2,6
23842+3,1
23842+0,12
23842+1,13
28391+0,223
77454+4,0
60793+4,0
28391+1,7
28391+2,5
77454+2,29
28391+3,1
77454+3,4
77454+0,20
46995+1,1
77454+1,29
46995+0,26
13040+2,1
13040+1,9
96820+3,0
96820+2,6
16237+4,1
16237+3,3
16237+2,9
16237+1,11
17057+0,15
16237+0,15
13040+0,14
17057+2,6
17057+1,10
17057+3,1
28166+2,5
28166+3,0
28166+0,10
56585+1,17
28166+1,4
56585+0,37
39246+0,10
39246+4,0
56585+3,9
39246+3,2
56585+2,29
39246+2,6
56585+5,2
39246+1,7
56585+4,5
36846+4,0
62999+0,18
62999+1,8
62999+2,4
62999+3,1
36846+1,23
36846+0,17
36846+3,3
36846+2,8
14677+10,2
22281+0,20
22281+1,11
22281+2,1
29490+2,15
29490+1,28
29490+0,25
29490+5,0
29490+4,2
29490+3,7
95394+5,1
95394+2,12
13887+8,2
95394+1,22
13887+7,6
95394+4,7
13887+6,10
95394+3,10
95394+0,16
17981+0,4
17981+1,0
38337+0,0
1938+0,7
1938+1,4
1938+2,0
90507+3,1
49886+1,8
90507+2,3
49886+0,14
90507+1,8
90507+0,11
49886+4,1
49886+3,7
49886+2,14
81671+1,10
81671+0,16
81671+3,4
81671+2,10
66735+2,2
30371+3,1
32126+7,17
30371+1,23
32126+8,15
30371+2,9
32126+5,29
88435+0,3
32126+6,29
30371+0,18
70934+0,0
88435+1,0
32126+9,13
65268+1,9
32126+0,30
65268+0,16
86715+0,6
86715+1,10
32126+3,35
86715+2,5
32126+4,40
86715+3,2
32126+1,44
65268+3,0
32126+2,47
65268+2,7
36441+0,18
36441+1,7
36441+2,0
81671+4,0
13654+2,0
50505+0,31
50505+1,12
13654+0,11
50505+2,6
13654+1,6
50505+3,6
75078+5,4
75078+4,10
75078+6,1
75078+1,19
50505+4,5
75078+0,34
50505+5,0
75078+3,10
75078+2,12
10260+1,2
10260+0,10
21636+2,0
21636+1,5
10260+2,1
33241+1,29
33241+0,12
33241+3,2
33241+2,5
31882+1,1
31882+0,6
64442+0,31
64442+2,15
64442+1,27
99953+3,4
64442+4,6
99953+2,5
64442+3,9
99953+1,32
64442+6,2
99953+0,35
64442+5,80
99953+4,1
66735+1,14
66735+0,8
6515+3,0
6515+2,5
6515+1,9
6515+0,9
21636+0,8
930+0,13
35929+5,0
54231+6,1
54231+4,11
10574+2,1
54231+5,4
67164+0,0
54231+2,22
930+2,0
10574+0,12
54231+3,14
930+1,8
10574+1,5
54231+0,14
54231+1,32
35929+0,23
35929+2,13
35929+1,35
35929+4,4
35929+3,12
78353+3,0
78353+0,14
78353+2,2
78353+1,14
73732+12,2
73732+11,5
73732+10,9
39955+2,16
39955+3,1
39955+0,23
73010+10,5
39955+1,9
73010+11,1
20554+5,2
72548+1,5
72548+2,2
72548+0,16
48039+3,2
48039+2,10
48039+1,149
48039+0,75
14778+0,3
14778+1,0
62152+1,3
62152+2,1
20554+0,49
75755+1,4
62152+0,8
75755+0,10
20554+4,25
20554+3,13
20554+2,24
20554+1,20
75755+3,1
75755+2,2
94340+1,4
94340+2,2
94340+0,9
75270+1,5
75270+0,12
29635+2,17
75270+2,1
29635+3,7
29635+4,5
29635+5,1
29635+0,17
29635+1,13
45411+0,14
45411+1,5
45411+2,0
